frame,global_time,section_id,section_time,type,val
122,7.101761500001885,1,1.9960892000235617,space,-999
180,8.06796590005979,1,2.962287599919364,space,-999
1,8.117483900045045,2,0.016610100050456822,frame,100
1,9.317502700025216,3,0.01666369999293238,frame,100
73,10.515975899994373,3,1.2151413999963552,frame,100
145,11.716069499962032,3,2.415235499967821,frame,100
217,12.916065500001423,3,3.615231500007212,frame,100
289,14.116068699979223,3,4.815234399982728,frame,100
361,15.317518700030632,3,6.016679699998349,frame,100
433,16.517640399979427,3,7.216802199953236,frame,100
505,17.71610459999647,3,8.415270500001498,frame,100
577,18.917642100015655,3,9.616803899989463,frame,100
649,20.117663000011817,3,10.816824599984102,frame,100
721,21.3175391999539,3,12.016700099920854,frame,100
793,22.517633500043303,3,13.216794800013304,frame,100
1,23.717638900037855,4,0.016688500065356493,frame,110
19,24.01592839998193,4,0.3149802000261843,frame,3
37,24.316172900027595,4,0.6152270999737084,frame,6
55,24.61596029996872,4,0.9150123000144958,frame,12
73,24.915916900034063,4,1.214968999964185,frame,107
91,25.216136100003496,4,1.515190500067547,frame,9
109,25.51614800002426,4,1.815202399971895,frame,11
127,25.815960100037046,4,2.1150124999694526,frame,1
145,26.115959299961105,4,2.415011400007643,frame,108
163,26.416144200018607,4,2.7151978000765666,frame,12
181,26.71615480002947,4,3.0152089999755844,frame,7
199,27.01597079995554,4,3.315023300005123,frame,9
217,27.315988200018182,4,3.6150402000639588,frame,110
235,27.616157899959944,4,3.9152121000224724,frame,3
253,27.916151799960062,4,4.215206100023352,frame,6
271,28.216166600002907,4,4.515220200060867,frame,11
289,28.515944299986586,4,4.814996700035408,frame,101
307,28.816162000061013,4,5.115216200007126,frame,8
325,29.11616530001629,4,5.4152188000734895,frame,10
343,29.417825900018215,4,5.716876600054093,frame,3
361,29.71785490005277,4,6.016905699972995,frame,106
379,30.016182100051083,4,6.31523589999415,frame,12
397,30.317626900039613,4,6.616676300065592,frame,7
415,30.617663400014862,4,6.916713000042364,frame,9
433,30.917678000056185,4,7.216727299964987,frame,110
451,31.217633599997498,4,7.516682800021954,frame,3
469,31.517752300016582,4,7.816802300047129,frame,6
487,31.81770759995561,4,8.116757999989204,frame,12
505,32.11774909996893,4,8.416798999998719,frame,107
523,32.41597219998948,4,8.715024500037543,frame,9
541,32.71619239996653,4,9.015247100032866,frame,10
559,33.017660600016825,4,9.31670980004128,frame,3
577,33.317652800004,4,9.616701900027692,frame,106
595,33.61768580006901,4,9.916735299979337,frame,11
613,33.916202099993825,4,10.215256300056353,frame,1
631,34.217646899982356,4,10.516696100006811,frame,8
649,34.517661200021394,4,10.81671040004585,frame,110
667,34.81773220002651,4,11.116781900054775,frame,3
685,35.117752799997106,4,11.41680250002537,frame,6
703,35.41772809997201,4,11.716777900001034,frame,5
721,35.71774049999658,4,12.016790200024843,frame,104
739,36.0177119000582,4,12.316761799971573,frame,2
757,36.315803900011815,4,12.614853500039317,frame,12
775,36.63256649998948,4,12.931615900015458,frame,7
793,36.969509099959396,4,13.268558499985375,frame,109
811,37.26784009998664,4,13.566890400019474,frame,11
829,37.656103200046346,4,13.955154299968854,frame,1
847,38.08437090006191,4,14.383420399972238,frame,8
865,38.38447729998734,4,14.683527200017124,frame,110
883,38.684384100022726,4,14.983433400047943,frame,3
901,38.98453390004579,4,15.283584699966013,frame,6
919,39.28282560000662,4,15.581878300057724,frame,5
937,39.584323700051755,4,15.883372800075449,frame,104
955,39.88438960001804,4,16.183438900043257,frame,2
973,40.184544799965806,4,16.4835951999994,frame,10
991,40.48457780003082,4,16.783628300065175,frame,3
1009,40.7825879000593,4,17.08163859997876,frame,106
1027,41.08447620004881,4,17.383526499965228,frame,5
1045,41.38448430004064,4,17.683534200070426,frame,4
1063,41.684435600065626,4,17.983485399978235,frame,2
1081,41.984472000040114,4,18.2835219000699,frame,111
1099,42.282940400065854,4,18.581994300009683,frame,1
1117,42.582948600058444,4,18.882002199999988,frame,8
1135,42.88439110002946,4,19.183440200053155,frame,10
1153,43.18456219998188,4,19.483611300005578,frame,103
1171,43.48443489999045,4,19.783484300016426,frame,6
1189,43.78441870003007,4,20.083468100056052,frame,11
1207,44.08433960005641,4,20.383388999965973,frame,1
1225,44.38429379998706,4,20.68334320001304,frame,108
1243,44.68295489996672,4,20.982008900027722,frame,10
1261,44.98294919996988,4,21.282003100030124,frame,3
1279,45.282764000003226,4,21.581816300051287,frame,6
1297,45.584303400013596,4,21.883352900040336,frame,105
1315,45.884421700029634,4,22.18347090005409,frame,4
1333,46.183009700034745,4,22.482063599978574,frame,2
1351,46.48277380003128,4,22.78182580007706,frame,11
1369,46.78446120000444,4,23.083510300028138,frame,101
1387,47.08436660002917,4,23.383415900054388,frame,8
1405,47.38444399996661,4,23.683493299991824,frame,12
1423,47.68444360001013,4,23.98349270003382,frame,7
1441,47.98448940005619,4,24.283538699964993,frame,109
1459,48.284451200044714,4,24.58350050006993,frame,10
1477,48.584413600037806,4,24.88346280006226,frame,3
1495,48.88447329995688,4,25.18352269998286,frame,6
1513,49.184586200048216,4,25.483636300079525,frame,111
1531,49.48302879999392,4,25.782083000056446,frame,1
1549,49.78302560001612,4,26.08207950007636,frame,8
1567,50.08302330004517,4,26.38207739999052,frame,5
1585,50.382861500023864,4,26.681913700071163,frame,104
1603,50.6830393000273,4,26.98209309997037,frame,2
1621,50.98303390003275,4,27.28208839998115,frame,12
1639,51.28281430003699,4,27.581866499967873,frame,7
1657,51.58434080006555,4,27.88339019997511,frame,109
1675,51.88298510003369,4,28.18203889997676,frame,11
1693,52.182996300049126,4,28.482050599996,frame,1
1711,52.48452960001305,4,28.783578900038265,frame,8
1729,52.78268569998909,4,29.081736400024965,frame,112
1747,53.08310260006692,4,29.382156900013797,frame,7
1765,53.383017700049095,4,29.682071699993685,frame,9
1783,53.68446809996385,4,29.983517199987546,frame,5
1801,53.98449179995805,4,30.28354119998403,frame,104
1819,54.283006399986334,4,30.582060000044294,frame,2
1837,54.58296559995506,4,30.882020300021395,frame,11
1855,54.882895500049926,4,31.181947399978526,frame,1
1873,55.18268159998115,4,31.481732600019313,frame,108
1891,55.48301329999231,4,31.782067600055598,frame,12
1909,55.788095899973996,4,32.0871486000251,frame,7
1927,56.08698220003862,4,32.386031300062314,frame,9
1945,56.384374500019476,4,32.68342360004317,frame,110
1963,56.684493500040844,4,32.98354290006682,frame,3
1981,56.984496999997646,4,33.28354630002286,frame,6
1999,57.28454100003,4,33.58359070005827,frame,12
2017,57.584597300039604,4,33.88364730007015,frame,107
2035,57.88465859997086,4,34.183709000004455,frame,9
2053,58.18307799997274,4,34.48213220003527,frame,5
2071,58.482854400062934,4,34.78190629999153,frame,4
2089,58.78293400001712,4,35.08198660006747,frame,102
2107,59.083092499990016,4,35.382146800053306,frame,11
