frame,time,val
4331,56.71689609999885,112
4349,57.01668089999839,7
4367,57.31677149999996,9
4385,57.61685469999975,111
4403,57.91579759999877,1
4421,58.21691609999834,8
4439,58.51680889999989,112
4457,58.81738369999948,7
4475,59.117178200000126,9
4493,59.415637799998876,111
4511,59.7169159999994,1
4529,60.0168735999996,8
4547,60.31681469999967,110
4565,60.61687559999882,3
4583,60.916912599999705,6
4601,61.216689799999585,105
4619,61.51717979999921,4
4637,61.81844229999842,2
4655,62.116744899998594,111
4673,62.4169038,1
4691,62.71676409999964,8
4709,63.01674879999882,105
4727,63.31696289999854,4
4745,63.61674139999923,2
4763,63.91709540000011,111
4781,64.21747979999964,1
4799,64.51780039999903,8
4817,64.81697079999867,110
4835,65.1166878999993,3
4853,65.41690779999954,6
4871,65.71846329999971,111
4889,66.01680849999866,1
4907,66.31679609999992,8
4925,66.61690269999963,110
4943,66.91691269999865,3
4961,67.21689809999953,6
4979,67.51751890000014,112
4997,67.81691919999867,7
5015,68.11695979999968,9
5033,68.41719339999872,105
5051,68.71740919999866,4
5069,69.01741539999966,2
5087,69.31725169999845,110
5105,69.6168318,3
5123,69.9176024999997,6
5141,70.21762510000008,112
5159,70.51706549999835,7
5177,70.81744239999898,9
5195,71.1169661999993,105
5213,71.41720149999855,4
5231,71.71733779999886,2
5249,72.01706629999899,112
5267,72.31709479999881,7
5285,72.61690850000014,9
5303,72.91726119999839,110
5321,73.2172630999994,3
5339,73.51692469999944,6
5357,73.81699279999884,112
5375,74.11702449999939,7
5393,74.41749170000003,9
5411,74.7170513000001,111
5429,75.01696659999834,1
5447,75.31751889999941,8
5465,75.61688829999912,110
5483,75.9169882999995,3
5501,76.21683320000011,6
5519,76.51700290000008,112
5537,76.81731769999897,7
5555,77.11791039999844,9
5573,77.41691619999983,110
5591,77.7170317,3
5609,78.01751089999925,6
5627,78.31705879999936,105
5645,78.61720349999996,4
5663,78.91692509999848,2
5681,79.21683479999956,110
5699,79.5169496999988,3
5717,79.81697609999901,6
5735,80.11756879999848,112
5753,80.41695199999958,7
5771,80.71898599999986,9
5789,81.01843000000008,110
5807,81.3170128999991,3
5825,81.6169960999996,6
5843,81.9170755999985,112
5861,82.21929509999973,7
5879,82.51802979999957,9
5897,82.81708249999974,111
5915,83.11875079999845,1
5933,83.41689909999877,8
5951,83.71689309999965,105
5969,84.01854169999933,4
5987,84.31858589999865,2
6005,84.6169461999998,112
6023,84.91695269999946,7
6041,85.21808919999967,9
6059,85.51797699999952,111
6077,85.81690119999985,1
6095,86.11721159999979,8
6113,86.41687289999936,105
6131,86.71699349999835,4
6149,87.01807019999978,2
6167,87.31809350000003,110
6185,87.6184333000001,3
6203,87.91810349999832,6
6221,88.21810550000009,112
6239,88.51832839999952,7
6257,88.8195569999989,9
6275,89.11864599999899,105
6293,89.41704519999985,4
6311,89.71808229999988,2
6329,90.01706169999852,110
6347,90.31698249999863,3
6365,90.61752739999974,6
6383,90.91770559999895,111
6401,91.21765229999983,1
6419,91.51705279999987,8
6437,91.81696659999943,110
6455,92.1170977999991,3
6473,92.41711509999914,6
6491,92.71700939999937,111
6509,93.01699179999923,1
6527,93.31715129999975,8
6545,93.61708659999931,112
6563,93.91696149999916,7
6581,94.21702729999924,9
6599,94.51723059999858,110
6617,94.81698489999872,3
6635,95.11855099999957,6
6653,95.41699340000014,105
6671,95.71697869999844,4
6689,96.01714159999938,2
6707,96.31719169999997,112
6725,96.61714179999944,7
6743,96.91736669999955,9
6761,97.21745809999993,105
6779,97.51704900000004,4
6797,97.81714609999835,2
6815,98.11757109999962,112
6833,98.41934029999902,7
6851,98.71762869999839,9
6869,99.01700339999843,105
6887,99.31733629999871,4
6905,99.61713869999949,2
6923,99.91820139999982,111
6941,100.21723739999834,1
6959,100.51700669999991,8
6977,100.81709210000008,110
6995,101.11710369999855,3
7013,101.41690329999983,6
7031,101.71709809999993,105
7049,102.01741159999983,4
7067,102.31707299999835,2
7085,102.61751919999915,111
7103,102.91711889999897,1
7121,103.21726390000003,8
7139,103.51781459999984,105
7157,103.81719749999866,4
7175,104.11722439999903,2
7193,104.41757999999936,111
7211,104.71757869999965,1
7229,105.01770149999902,8
7247,105.31720869999845,110
7265,105.61729879999984,3
7283,105.91723529999945,6
7301,106.21723869999914,111
7319,106.51714679999895,1
7337,106.81732359999842,8
7355,107.11745220000012,112
7373,107.41733009999916,7
7391,107.71710279999934,9
7409,108.01719709999998,111
7427,108.31617389999883,1
7445,108.61773029999858,8
7463,108.91726559999915,105
7481,109.2171789999993,4
7499,109.51776079999945,2
7517,109.81723299999976,111
7535,110.13302249999833,1
7553,110.43546779999997,8
7571,110.73399659999995,105
7589,111.03384779999942,4
7607,111.33263219999935,2
7625,111.6327526999994,111
7643,111.93376480000006,1
7661,112.23383279999871,8
7679,112.5338369000001,110
7697,112.8338404999995,3
7715,113.13498669999899,6
7733,113.43518849999964,112
7751,113.7338579999996,7
7769,114.03484959999878,9
7787,114.33380789999865,110
7805,114.63390789999903,3
7823,114.9349676999991,6
7841,115.2349450999991,111
7859,115.53500389999863,1
7877,115.83385119999912,8
7895,116.13494649999848,110
7913,116.43406639999921,3
7931,116.73606469999868,6
7949,117.03482859999895,112
7967,117.3359375,7
7985,117.65272799999912,9
8003,117.94968829999925,110
8021,118.2554240999998,3
8039,118.55165839999972,6
8057,118.85272039999836,112
8075,119.15036829999917,7
8093,119.45011239999985,9
8111,119.75047279999853,105
8129,120.05783989999873,4
8147,120.35103849999905,2
8165,120.65220019999833,110
8183,120.95176989999891,3
8201,121.25037410000004,6
8219,121.55196289999913,105
8237,121.85031889999846,4
8255,122.15063550000013,2
8273,122.45206199999848,111
8291,122.75181939999857,1
8309,123.0510878999994,8
8327,123.35141599999952,112
8345,123.65037829999892,7
8363,123.95051539999986,9
8381,124.25055929999871,111
8399,124.55059329999858,1
8417,124.85058489999938,8
8435,125.1505890999997,110
8453,125.45062619999953,3
8471,125.75058899999931,6
8489,126.05211269999927,111
8507,126.35060179999891,1
8525,126.65056359999835,8
8543,126.9505838999994,110
8561,127.25060159999884,3
8579,127.55060749999939,6
8597,127.85035779999998,112
8615,128.15031829999862,7
8633,128.45061559999886,9
8651,128.75205499999902,111
8669,129.05060239999875,1
8687,129.35058839999874,8
8705,129.6506329999993,112
8723,129.95175879999988,7
8741,130.2505661999985,9
8759,130.55088029999933,105
8777,130.85106449999876,4
8795,131.15117099999952,2
8813,131.4506666999987,111
8831,131.7506087999991,1
8849,132.05057080000006,8
8867,132.35058899999967,110
8885,132.6517694999984,3
8903,132.95208149999962,6
8921,133.25211080000008,111
8939,133.5503745999995,1
8957,133.8523366999998,8
8975,134.15060129999983,110
8993,134.45065189999877,3
9011,134.75069689999873,6
9029,135.05068349999965,112
9047,135.35218329999952,7
9065,135.6517143000001,9
9083,135.95067439999912,110
9101,136.25036439999894,3
9119,136.55065919999834,6
9137,136.85068749999846,105
9155,137.1522084999997,4
9173,137.45056549999936,2
9191,137.7503074999986,111
9209,138.05067659999986,1
9227,138.3506860999987,8
9245,138.65047109999978,112
9263,138.95064939999975,7
9281,139.2506842999992,9
9299,139.5506848999994,111
9317,139.85069499999918,1
9335,140.15068429999883,8
9353,140.45057519999864,105
9371,140.75067659999877,4
9389,141.05070449999948,2
9407,141.35068649999994,110
9425,141.65240169999925,3
9443,141.95193749999999,6
9461,142.25074029999996,112
9479,142.55097459999888,7
9497,142.85056069999882,9
9515,143.1506515000001,105
9533,143.45067689999996,4
9551,143.75191839999934,2
9569,144.04954179999913,111
9587,144.36164899999858,1
9605,144.65082389999952,8
9623,144.95150359999934,105
9641,145.25128629999926,4
9659,145.55108519999885,2
9677,145.85089009999865,110
9695,146.15132589999848,3
9713,146.45132099999864,6
9731,146.75206489999982,105
9749,147.05144669999936,4
9767,147.35078089999843,2
9785,147.65110849999837,110
9803,147.9518070999984,3
9821,148.25074349999886,6
9839,148.55137859999923,111
9857,148.85075849999885,1
9875,149.15083229999982,8
9893,149.44969919999858,105
9911,149.75071989999924,4
9929,150.05099079999854,2
9947,150.3507329999993,112
9965,150.66858669999965,7
9983,150.96801849999974,9
10001,151.2674274000001,110
10019,151.5672842999993,3
10037,151.8684900999997,6
10055,152.16858969999885,105
10073,152.47221009999885,4
10091,152.76775889999954,2
10109,153.0683861999987,110
10127,153.36859489999915,3
10145,153.66727269999865,6
10163,153.96985119999954,105
10181,154.26790469999833,4
10199,154.56861639999988,2
10217,154.868273099999,112
10235,155.1686280999984,7
10253,155.4685701999988,9
10271,155.76746309999908,111
10289,156.06958289999966,1
10307,156.36733319999985,8
10325,156.66828409999835,105
10343,156.9673735999986,4
10361,157.26738320000004,2
10379,157.56790889999866,110
10397,157.86788290000004,3
10415,158.16805059999933,6
10433,158.46750139999858,105
10451,158.76755069999854,4
10469,159.0675685999995,2
10487,159.3676332999985,110
10505,159.66793869999856,3
10523,159.96789549999994,6
10541,160.26800829999956,112
10559,160.5674712,7
10577,160.86793919999946,9
10595,161.16784089999965,111
10613,161.47009419999995,1
10631,161.76745039999878,8
10649,162.0674442999989,112
10667,162.3683463999987,7
10685,162.66819269999905,9
10703,162.96791959999973,105
10721,163.2678118999993,4
10739,163.5680195999994,2
10757,163.86745209999935,112
10775,164.16804859999866,7
10793,164.46812939999836,9
10811,164.76749769999878,105
10829,165.06752640000013,4
10847,165.36759639999946,2
10865,165.66742079999858,111
10883,165.96760339999855,1
10901,166.26797129999977,8
10919,166.56794269999955,105
10937,166.8674949999986,4
10955,167.1675471999988,2
10973,167.46809239999857,110
10991,167.7675961999994,3
11009,168.06785249999848,6
11027,168.36745849999897,105
11045,168.66773589999866,4
11063,168.96763490000012,2
11081,169.2675909999998,110
11099,169.56812600000012,3
11117,169.86812329999884,6
11135,170.16812749999917,111
11153,170.46818429999985,1
11171,170.76815969999916,8
11189,171.06744660000004,105
11207,171.36803229999896,4
11225,171.6678828999993,2
11243,171.9681729999993,111
11261,172.26748869999938,1
11279,172.5674487999986,8
11297,172.8676273000001,110
11315,173.16764389999844,3
11333,173.4676098,6
11351,173.76784059999954,105
11369,174.0681644999986,4
11387,174.3674431999989,2
11405,174.66764489999878,110
11423,174.9681357999998,3
11441,175.2681565999992,6
11459,175.56821669999954,112
11477,175.86817299999893,7
11495,176.16794200000004,9
11513,176.46794369999952,111
11531,176.7676653999988,1
11549,177.06771899999876,8
11567,177.3677222999995,112
11585,177.66770769999857,7
11603,177.96768389999852,9
11621,178.26765779999914,105
11639,178.56785499999933,4
11657,178.86824089999936,2
11675,179.16750749999846,111
11693,179.46765549999873,1
11711,179.76820439999938,8
11729,180.06756799999857,110
11747,180.36807210000006,3
11765,180.66763209999954,6
11783,180.96767779999936,105
11801,181.26817969999865,4
11819,181.56758649999938,2
11837,181.86760089999916,112
11855,182.16770469999938,7
11873,182.4677198999998,9
11891,182.7677348999987,105
11909,183.06772339999952,4
11927,183.3676650999987,2
11945,183.66770489999908,111
11963,183.96760969999923,1
11981,184.28171269999984,8
11999,184.5680582999994,110
12017,184.869195199999,3
12035,185.16653880000013,6
12053,185.46690449999915,111
12071,185.766904099999,1
12089,186.0668816999987,8
12107,186.36659079999845,105
12125,186.66662209999959,4
12143,186.9711443999986,2
12161,187.26669159999983,111
12179,187.56767079999918,1
12197,187.86767079999845,8
12215,188.16767589999836,105
12233,188.46878809999907,4
12251,188.76882639999894,2
12269,189.0677823999995,111
12287,189.36768219999976,1
12305,189.6675811999994,8
12323,189.96764879999864,105
12341,190.26762619999863,4
12359,190.56762529999833,2
12377,190.86762719999933,110
12395,191.16763769999852,3
12413,191.46763049999936,6
12431,191.76763449999999,112
12449,192.0676370000001,7
12467,192.36763389999942,9
12485,192.66763569999966,111
12503,192.96765999999843,1
12521,193.26764189999994,8
12539,193.5676612999996,112
12557,193.867707899999,7
12575,194.16890280000007,9
12593,194.46888189999845,105
12611,194.76770979999856,4
12629,195.0674418999988,2
12647,195.36891209999885,110
12665,195.668868499999,3
12683,195.96773819999908,6
12701,196.26773539999886,105
12719,196.56773239999893,4
12737,196.86894459999894,2
12755,197.16774069999883,110
12773,197.46728529999928,3
12791,197.76871109999956,6
12809,198.06774069999847,111
12827,198.36773129999892,1
12845,198.66750969999885,8
12863,198.9689301999988,112
12881,199.26774159999877,7
12899,199.568929699999,9
12917,199.86890999999923,111
12935,200.16774889999942,1
12953,200.4677474,8
12971,200.76775649999945,110
12989,201.06776819999868,3
13007,201.36893409999902,6
13025,201.6677665999996,111
13043,201.96776089999912,1
13061,202.2677789999998,8
13079,202.56766849999985,105
13097,202.86888929999986,4
13115,203.16777889999867,2
13133,203.46735699999954,110
13151,203.7677750999992,3
13169,204.06761089999964,6
13187,204.3785914,112
13205,204.66835449999962,7
13223,204.96783609999875,9
13241,205.26788119999947,110
13259,205.5683689999987,3
13277,205.8677115999999,6
13295,206.1680708999993,105
13313,206.46850789999917,4
13331,206.76768730000003,2
13349,207.06774909999876,110
13367,207.36786549999852,3
13385,207.6678181999996,6
13403,207.96783929999947,111
13421,208.2679591999986,1
13439,208.5678597999995,8
13457,208.86771359999875,112
13475,209.16783289999876,7
13493,209.46785249999994,9
13511,209.76786059999904,105
13529,210.06796509999913,4
13547,210.367587499999,2
13565,210.66817119999905,110
13583,210.96812809999938,3
13601,211.26778939999895,6
13619,211.56771689999914,105
13637,211.8678908999991,4
13655,212.16822700000012,2
13673,212.46839139999975,110
13691,212.76834339999914,3
13709,213.06786669999929,6
13727,213.36758419999933,111
13745,213.66790450000008,1
13763,213.9680219999991,8
13781,214.26836019999973,105
13799,214.56787359999907,4
13817,214.8679349999984,2
13835,215.16820929999994,112
13853,215.4682028999996,7
13871,215.768188,9
13889,216.06785820000005,111
13907,216.36789879999924,1
13925,216.66790869999932,8
13943,216.96792399999867,112
13961,217.26779649999844,7
13979,217.56792069999938,9
13997,217.86775159999888,111
14015,218.16799649999848,1
14033,218.46788549999837,8
14051,218.76845890000004,105
14069,219.06790399999954,4
14087,219.3682031999997,2
14105,219.66787029999978,112
14123,219.96819129999858,7
14141,220.26785329999984,9
14159,220.56849579999835,105
14177,220.8678645,4
14195,221.16781469999842,2
14213,221.46796599999834,111
14231,221.76849779999975,1
14249,222.06865709999875,8
14267,222.36789119999958,112
14285,222.6684497999995,7
14303,222.96844449999844,9
14321,223.26892149999912,111
14339,223.56799379999939,1
14357,223.8679405999992,8
14375,224.16795359999924,105
14393,224.46784689999913,4
14411,224.76847019999877,2
14429,225.06782179999936,112
14447,225.3684904999991,7
14465,225.66848839999875,9
14483,225.9685419999987,105
14501,226.26853519999895,4
14519,226.56850249999843,2
14537,226.8683003999995,112
14555,227.1680120000001,7
14573,227.46783309999955,9
14591,227.7682737999985,110
14609,228.06779949999873,3
14627,228.3684962999996,6
14645,228.66805719999866,105
14663,228.96828239999923,4
14681,229.2682316999999,2
14699,229.56778109999868,112
14717,229.86811699999998,7
14735,230.16852560000007,9
14753,230.46801309999864,111
14771,230.76837759999944,1
14789,231.06828249999853,8
14807,231.36812259999897,112
14825,231.66851959999985,7
14843,231.968966299999,9
14861,232.2679380999998,105
14879,232.56854639999983,4
14897,232.86847989999842,2
14915,233.16851739999947,111
14933,233.4678746999998,1
14951,233.7682909999985,8
14969,234.06851629999983,110
14987,234.36791959999937,3
15005,234.66910889999963,6
15023,234.9685559999998,105
15041,235.2686709999998,4
15059,235.56859899999836,2
15077,235.86800349999976,111
15095,236.16865599999983,1
15113,236.4685845999993,8
15131,236.7682724999995,112
15149,237.06801109999833,7
15167,237.3680317999988,9
15185,237.66863339999873,110
15203,237.96797779999906,3
15221,238.26816589999908,6
15239,238.56799580000006,105
15257,238.8683893999987,4
15275,239.16836949999924,2
15293,239.46783719999985,112
15311,239.76977369999986,7
15329,240.06841910000003,9
15347,240.36725419999857,111
15365,240.68392929999936,1
15383,240.9844806000001,8
15401,241.28613199999927,112
15419,241.583929299999,7
15437,241.88394079999853,9
15455,242.18391549999978,111
15473,242.48394389999885,1
15491,242.78394489999846,8
15509,243.08393439999963,110
15527,243.38394960000005,3
15545,243.68348759999935,6
15563,243.9836396999999,111
15581,244.28377550000005,1
15599,244.58395070000006,8
15617,244.8839627999987,110
15635,245.18395489999966,3
15653,245.48353839999982,6
15671,245.78397760000007,105
15689,246.0839724999987,4
15707,246.38404099999934,2
15725,246.68396589999975,111
15743,246.98398349999843,1
15761,247.28392789999998,8
15779,247.58404119999977,105
15797,247.88398349999989,4
15815,248.1839803999992,2
15833,248.4839979999997,110
15851,248.783981999999,3
15869,249.08398549999947,6
15887,249.3839981000001,112
15905,249.68399509999836,7
15923,249.98401299999932,9
15941,250.28400949999923,110
15959,250.58405909999965,3
15977,250.88376939999944,6
15995,251.1854190999984,112
16013,251.48392160000003,7
16031,251.78374629999962,9
16049,252.0840094999985,105
16067,252.38544649999858,4
16085,252.68393389999983,2
16103,252.9839353999996,112
16121,253.28394089999892,7
16139,253.5840103999999,9
16157,253.8840153000001,111
16175,254.18402799999967,1
16193,254.48402609999903,8
16211,254.7840225,112
16229,255.08369909999965,7
16247,255.38389559999996,9
16265,255.68393259999903,110
16283,255.98402669999996,3
16301,256.28404109999974,6
16319,256.5840318999999,112
16337,256.88405969999985,7
16355,257.18404889999874,9
16373,257.4840422999987,105
16391,257.784010899999,4
16409,258.08405369999855,2
16427,258.38404789999913,110
16445,258.68820929999856,3
16463,258.9840551999987,6
16481,259.2840630999999,111
16499,259.5840543999984,1
16517,259.88406009999926,8
16535,260.1840698999986,112
16553,260.4840704999988,7
16571,260.7841443999987,9
16589,261.08407929999885,105
16607,261.3836897000001,4
16625,261.6836360999987,2
16643,261.98406160000013,111
16661,262.2836424999987,1
16679,262.5840744999987,8
16697,262.8840954999996,112
16715,263.1840451999997,7
16733,263.4837333999985,9
16751,263.7837666999985,111
16769,264.08389480000005,1
16787,264.3838624,8
16805,264.6840065999986,112
16823,264.9841015999991,7
16841,265.2839202999985,9
16859,265.5840189999999,110
16877,265.8840997999996,3
16895,266.18391579999843,6
16913,266.4855779999998,112
16931,266.784102399999,7
16949,267.0839576999988,9
16967,267.3838633999985,105
16985,267.6838530999994,4
17003,267.9838547999989,2
17021,268.28385960000014,112
17039,268.584108699999,7
17057,268.8841218999987,9
17075,269.1841315999991,111
17093,269.48411419999866,1
17111,269.7841191999996,8
17129,270.0839471999989,105
17147,270.38409109999884,4
17165,270.68413249999867,2
17183,270.98412779999853,112
17201,271.28415869999844,7
17219,271.5838456999991,9
17237,271.884057199999,110
17255,272.1841304999998,3
17273,272.4841590999986,6
17291,272.78409459999966,111
17309,273.0841161999997,1
17327,273.38414679999914,8
17345,273.6841042999986,105
17363,273.9841190999996,4
17381,274.2841254999985,2
17399,274.5841612999993,111
17417,274.8841672999988,1
17435,275.1842345999994,8
17453,275.4838351999988,105
17471,275.78394559999833,4
17489,276.0841636999994,2
17507,276.3841607999984,110
17525,276.6841267999989,3
17543,276.98416629999883,6
17561,277.28421009999875,105
17579,277.58376489999864,4
17597,277.8841920999985,2
17615,278.18416739999884,111
17633,278.4841465999998,1
17651,278.7841492999996,8
17669,279.08417629999894,105
17687,279.38419389999945,4
17705,279.6841982999995,2
17723,279.9841779999988,110
17741,280.28420189999997,3
17759,280.5841920999992,6
17777,280.8842016999988,112
17795,281.1842134999988,7
17813,281.48419339999964,9
17831,281.7842020999997,105
17849,282.08423109999967,4
17867,282.38420640000004,2
17885,282.6841726999992,112
17903,282.9842153999998,7
17921,283.2842282999991,9
17939,283.5838987999996,111
17957,283.8842053999997,1
17975,284.18421579999995,8
17993,284.48385119999875,112
18011,284.78422019999925,7
18029,285.08423330000005,9
18047,285.384044299999,110
18065,285.6840812999999,3
18083,285.98423029999867,6
18101,286.28421999999955,111
18119,286.584233399999,1
18137,286.8842563999988,8
18155,287.18423339999936,105
18173,287.48423659999935,4
18191,287.7842363,2
18209,288.08421219999946,112
18227,288.38423839999996,7
18245,288.68418930000007,9
18263,288.98424779999914,105
18281,289.2842585999988,4
18299,289.5840085999989,2
18317,289.8840124999988,110
18335,290.1840323999986,3
18353,290.4842824999996,6
18371,290.7842571000001,105
18389,291.08426169999984,4
18407,291.3842578999993,2
18425,291.6839498999998,112
18443,291.98399209999843,7
18461,292.28418019999845,9
18479,292.58416939999915,110
18497,292.88433629999963,3
18515,293.18427489999885,6
18533,293.48389789999965,112
18551,293.7838724999983,7
18569,294.0841438999996,9
18587,294.3840395999996,105
18605,294.68403939999916,4
18623,294.98405379999895,2
18641,295.2839974999988,110
18659,295.5842115999985,3
18677,295.8843127,6
18695,296.1857651999999,111
18713,296.4840501999988,1
18731,296.78417779999836,8
18749,297.0843019999993,112
18767,297.38429349999933,7
18785,297.68431109999983,9
18803,297.9843224999986,105
18821,298.2840551999998,4
18839,298.5840645999997,2
18857,298.8840677999997,112
18875,299.18578889999844,7
18893,299.48428389999935,9
18911,299.78419609999946,110
18929,300.0841899999996,3
18947,300.3841963999985,6
18965,300.68418029999884,112
18983,300.98420819999956,7
19001,301.28421679999883,9
19019,301.5843292999998,111
19037,301.8843409000001,1
19055,302.1843083999993,8
19073,302.4843626999991,110
19091,302.7843482999997,3
19109,303.0843348999988,6
19127,303.3843429999997,112
19145,303.6843627999988,7
19163,303.98432499999944,9
19181,304.2843592999998,105
19199,304.58409369999936,4
19217,304.8843625999998,2
19235,305.18432589999975,112
19253,305.4843955999986,7
19271,305.78413479999836,9
19289,306.08432790000006,105
19307,306.38433299999997,4
19325,306.6843289999997,2
19343,306.9843501999985,112
19361,307.2843385999986,7
19379,307.5843630999989,9
19397,307.88434400000006,110
19415,308.1843940999988,3
19433,308.48440519999895,6
19451,308.78437289999965,111
19469,309.08433989999867,1
19487,309.3840175999994,8
19505,309.6840358999998,105
19523,309.9843630999985,4
19541,310.2843507999987,2
19559,310.58434789999956,110
19577,310.8843920999989,3
19595,311.18435879999925,6
19613,311.48441659999844,111
19631,311.78439399999843,1
19649,312.0839718999996,8
19667,312.38416309999957,112
19685,312.6841596999984,7
19703,312.98437379999996,9
19721,313.28441139999995,110
19739,313.603960299999,3
19757,313.90061029999924,6
19775,314.21033480000006,105
19793,314.50246609999886,4
19811,314.8023697999997,2
19829,315.1018934999993,111
19847,315.40218339999956,1
19865,315.7025608999993,8
19883,316.0020061999985,112
19901,316.30390739999893,7
19919,316.6019234999985,9
19937,316.9025595999992,105
19955,317.20218979999845,4
19973,317.50250929999856,2
19991,317.8019685999989,112
20009,318.10250519999863,7
20027,318.40195779999885,9
20045,318.70249629999853,111
20063,319.00211019999915,1
20081,319.3022833999985,8
20099,319.6021512999996,112
