frame,time,val
0,0.012912399979541078,100
281,0.012488700012909248,100
335,0.9345280000125058,100
389,1.8838821000244934,100
443,2.813396500016097,100
497,3.747688500006916,100
551,4.647680800000671,100
605,5.580188899999484,100
659,6.517681700002868,100
713,7.434391900023911,100
767,8.334376600018004,100
821,9.267736400011927,100
875,10.197688100015512,100
929,0.018707800016272813,110
947,0.3326311999990139,3
965,0.6700339000090025,6
983,0.9795346000173595,112
1001,1.2952663000032771,7
1019,1.6118111000105273,9
1037,1.9128192999924067,111
1055,2.2128014999907464,1
1073,2.532478400011314,8
1091,2.8326074999931734,112
1109,3.132842699997127,7
1127,3.432506100012688,9
1145,3.7454740999964997,110
1163,4.078700200014282,3
1181,4.378379800007679,6
1199,4.699473100015894,111
1217,5.012781800003722,1
1235,5.33253159999731,8
1253,5.63252400001511,110
1271,5.965793100011069,3
1289,6.266580600000452,6
1307,6.578762299992377,112
1325,6.915735199989285,7
1343,7.216299399995478,9
1361,7.516406100010499,110
1379,7.829798299993854,3
1397,8.14902969999821,6
1415,8.466551799996523,112
1433,8.766295800014632,7
1451,9.06590590000269,9
1469,9.378479700011667,110
1487,9.699109100009082,3
1505,9.999523800011957,6
1523,10.31626839999808,111
1541,10.616325600014534,1
1559,10.915895100013586,8
1577,11.216299199993955,110
1595,11.516271800006507,3
1613,11.828777000016998,6
1631,12.129779100010637,105
1649,12.462715200003004,4
1667,12.782861000014236,2
1685,13.082571300008567,112
1703,13.382631399988895,7
1721,13.684624599991366,9
1739,14.065926100010984,111
1757,14.38259660001495,1
1775,14.682917500002077,8
1793,14.982660100009525,110
1811,15.299287800007733,3
1829,15.599082500004442,6
1847,15.912808099994436,105
1865,16.212374399998225,4
1883,16.53260860001319,2
1901,16.86491100001149,110
1919,17.178920100006508,3
1937,17.4991832000087,6
1955,17.81219689999125,105
1973,18.11223319999408,4
1991,18.43263600001228,2
2009,18.762136300007114,111
2027,19.082661199994618,1
2045,19.412229600013234,8
2063,19.712774899991928,110
2081,20.036650800000643,3
2099,20.345996499992907,6
2117,20.662860899989028,111
2135,20.96293219999643,1
2153,21.263524400012102,8
2171,21.58263540000189,110
2189,21.89570160000585,3
2207,22.195558900013566,6
2225,22.516657000000123,105
2243,22.849554100015666,4
2261,23.14959750001435,2
2279,23.449573699996108,111
2297,23.77045989999897,1
2315,24.080198300012853,8
2333,24.379604699992342,112
2351,24.712100000004284,7
2369,25.012630700017326,9
2387,25.312402500014286,110
2405,25.612784800003283,3
2423,25.93245530000422,6
2441,26.23310060001677,111
2459,26.549368700012565,1
2477,26.86249400000088,8
2495,27.178409100015415,105
2513,27.480230100016342,4
2531,27.81198560001212,2
2549,28.112629100010963,112
2567,28.41285729999072,7
2585,28.7126733000041,9
2603,29.0126556000032,111
2621,29.332543700002134,1
2639,29.64630490000127,8
2657,29.946293699991656,112
2675,30.266460599988932,7
2693,30.56621140000061,9
2711,30.899508200003766,105
2729,31.216047800000524,4
2747,31.516012100008084,2
2765,31.816419100010535,111
2783,32.11676299999817,1
2801,32.430129799991846,8
2819,32.745427899993956,112
2837,33.0463696999941,7
2855,33.34635370000615,9
2873,33.64637460000813,110
2891,33.96600079999189,3
2909,34.265910899994196,6
2927,34.5663307000068,112
2945,34.879503200005274,7
2963,35.19590320001589,9
2981,35.49587770001381,105
2999,35.79636430001119,4
3017,36.09561580000445,2
3035,36.416482300002826,111
3053,36.74432580001303,1
3071,37.046388399990974,8
3089,37.366438500001095,110
3107,37.68288589999429,3
3125,37.9825978000008,6
3143,38.28267089999281,111
3161,38.5829531000054,1
3179,38.88259069999913,8
3197,39.18260990001727,112
3215,39.48302220000187,7
3233,39.799277699989034,9
3251,40.09963529999368,105
3269,40.412218899989966,4
3287,40.71258680001483,2
3305,41.01267789999838,110
3323,41.31286010000622,3
3341,41.61301960001583,6
