frame,global_time,section_id,section_time,type,val
73,12.021923900116235,1,1.2030223000328988,space,-999
138,13.099681199993938,1,2.280779200140387,space,-999
1,13.149269599933177,2,0.016679800115525723,frame,100
1,19.482651599915698,3,0.016668299911543727,frame,100
73,20.682623700005934,3,1.2166404998861253,frame,100
145,21.882671399973333,3,2.4166882999707013,frame,100
217,23.084267599973828,3,3.6182855998631567,frame,100
289,24.31643470004201,3,4.850451699923724,frame,100
361,25.516059200046584,3,6.0500766998156905,frame,100
433,26.71604389999993,3,7.250060899881646,frame,100
505,27.916069200029597,3,8.450086699798703,frame,100
1,29.149350099964067,4,0.016609700163826346,frame,110
19,29.449347200104967,4,0.3166066000703722,frame,3
37,29.749399400083348,4,0.6166587001644075,frame,6
55,30.049349900102243,4,0.9166095000691712,frame,12
73,30.366044499911368,4,1.233304100111127,frame,107
91,30.66610040003434,4,1.5333603001199663,frame,9
109,30.966082999948412,4,1.8333425000309944,frame,11
127,31.266077799955383,4,2.133337300037965,frame,1
145,31.566038199933246,4,2.433297500014305,frame,108
163,31.86604869994335,4,2.733308000024408,frame,12
181,32.16605510003865,4,3.033314400119707,frame,7
199,32.466026599984616,4,3.3332858001813293,frame,9
217,32.76603449997492,4,3.6332938000559807,frame,110
235,33.066095599904656,4,3.9333548999857157,frame,3
253,33.36605800013058,4,4.233317200094461,frame,6
271,33.666069800034165,4,4.533329199999571,frame,11
289,33.96612200001255,4,4.833381300093606,frame,101
307,34.26607499993406,4,5.1333347000181675,frame,8
325,34.56605080002919,4,5.433310199994594,frame,10
343,34.8660764999222,4,5.733352000126615,frame,3
361,35.16638569999486,4,6.033645100193098,frame,106
379,35.46603580005467,4,6.333295200020075,frame,12
397,35.7660739000421,4,6.633333200123161,frame,7
415,36.06621680012904,4,6.933476899983361,frame,9
433,36.366101700114086,4,7.2333612001966685,frame,110
451,36.66610489995219,4,7.53336440003477,frame,3
469,36.96605359995738,4,7.833312900038436,frame,6
487,37.26610350003466,4,8.13336280011572,frame,12
505,37.56620729994029,4,8.43346680002287,frame,107
523,37.866123700048774,4,8.733383200131357,frame,9
541,38.1660361001268,4,9.033295500092208,frame,10
559,38.46608359995298,4,9.33334290003404,frame,3
577,38.766205799998716,4,9.633465100079775,frame,106
595,39.06610530009493,4,9.933364700060338,frame,11
613,39.36609199992381,4,10.233351400122046,frame,1
631,39.66613560006954,4,10.53339510015212,frame,8
649,39.96610819990747,4,10.833367499988526,frame,110
667,40.26624949998222,4,11.133509600069374,frame,3
685,40.566146299941465,4,11.433406200027093,frame,6
703,40.86606139992364,4,11.73332060012035,frame,5
721,41.16606370010413,4,12.033323400188237,frame,104
739,41.466138399904594,4,12.333397699985653,frame,2
757,41.76610830007121,4,12.633367700036615,frame,12
775,42.06609970005229,4,12.933358900016174,frame,7
793,42.36613400001079,4,13.233393399976194,frame,109
811,42.66608370002359,4,13.53334300010465,frame,11
829,42.966101800091565,4,13.833360900171101,frame,1
847,43.2660884000361,4,14.133347800001502,frame,8
865,43.56611860007979,4,14.433377900160849,frame,110
883,43.866274799918756,4,14.733534099999815,frame,3
901,44.166192499920726,4,15.033451800001785,frame,6
919,44.46609649993479,4,15.333355700131506,frame,5
937,44.76604879996739,4,15.633308600168675,frame,104
955,45.0661337999627,4,15.933393000159413,frame,2
973,45.366509299958125,4,16.233781600138173,frame,10
991,45.66612399998121,4,16.533383400179446,frame,3
1009,45.966118100099266,4,16.833377300063148,frame,106
1027,46.26618029992096,4,17.133440000005066,frame,5
1045,46.56625119992532,4,17.433510600123554,frame,4
1063,46.866112699965015,4,17.73337190016173,frame,2
1081,47.16613189992495,4,18.033391200006008,frame,111
1099,47.46627110010013,4,18.333530600182712,frame,1
1117,47.78282970003784,4,18.650089600123465,frame,8
1135,48.082804300123826,4,18.950064199976623,frame,10
1153,48.38318550004624,4,19.25044500012882,frame,103
1171,48.682818700093776,4,19.55007810005918,frame,6
1189,48.98285109992139,4,19.850110500119627,frame,11
1207,49.282835399964824,4,20.150094900047407,frame,1
1225,49.582833900116384,4,20.45009300019592,frame,108
1243,49.882809299975634,4,20.750068500172347,frame,10
1261,50.18318530009128,4,21.050444500055164,frame,3
1279,50.48283060011454,4,21.350089800078422,frame,6
1297,50.78282879991457,4,21.650088099995628,frame,105
1315,51.09727069991641,4,21.964532000012696,frame,4
1333,51.40091140009463,4,22.268171400064602,frame,2
1351,51.6995127000846,4,22.566772000165656,frame,11
1369,51.99955200008117,4,22.866811300162226,frame,101
1387,52.299485200084746,4,23.16674460005015,frame,8
1405,52.599513499997556,4,23.46677270019427,frame,12
1423,52.89952279999852,4,23.76678210007958,frame,7
1441,53.19951570010744,4,24.066774900071323,frame,109
1459,53.49949200008996,4,24.366751400055364,frame,10
1477,53.81614840007387,4,24.68340770015493,frame,3
1495,54.11625139997341,4,24.983512200182304,frame,6
1513,54.41612350009382,4,25.283382800174877,frame,111
1531,54.71617290005088,4,25.58343210001476,frame,1
1549,55.01630280003883,4,25.883562500122935,frame,8
1567,55.3161875999067,4,26.18344680010341,frame,5
1585,55.616155799943954,4,26.483415100025013,frame,104
1603,55.91625800007023,4,26.783517400035635,frame,2
1621,56.2161946000997,4,27.083454000065103,frame,12
1639,56.51618600008078,4,27.383445100160316,frame,7
1657,56.81620140001178,4,27.68346059997566,frame,109
1675,57.11625170009211,4,27.983511400176212,frame,11
1693,57.41623619990423,4,28.28349560010247,frame,1
1711,57.71624660002999,4,28.58350790012628,frame,8
1729,58.01614010008052,4,28.88339940016158,frame,112
1747,58.31622359994799,4,29.183483000146225,frame,7
1765,58.61622860003263,4,29.483487900113687,frame,9
1783,58.91625140001997,4,29.783510700101033,frame,5
1801,59.21659120009281,4,30.083850500173867,frame,104
1819,59.516300400020555,4,30.383559599984437,frame,2
1837,59.81629669992253,4,30.683555900119245,frame,11
1855,60.116228400031105,4,30.983487900113687,frame,1
1873,60.416378000052646,4,31.28363740001805,frame,108
1891,60.71650639991276,4,31.583765800110996,frame,12
1909,61.016184099949896,4,31.883443400030956,frame,7
1927,61.316238899948075,4,32.183498200029135,frame,9
1945,61.61629069992341,4,32.483549900120124,frame,110
1963,61.91617260011844,4,32.783432100201026,frame,3
1981,62.21632739994675,4,33.08358700014651,frame,6
