time,val
"[0.016591500025242567, 0.03319410001859069, 0.0498043000116013, 0.06649900000775233, 0.08316780003951862, 0.09985140000935644, 0.11653689999366179, 0.13319389999378473, 0.1498472000239417, 0.1665561000118032, 0.18320670002140105, 0.19980639999266714, 0.21650870004668832, 0.23320200003217906, 0.24983490002341568, 0.26652990002185106, 0.28317260002950206, 0.2998704999918118, 0.31657470000209287, 0.33320270001422614, 0.34994210000149906, 0.3666090000187978, 0.3850314000155777, 0.40136370004620403, 0.4179499000310898, 0.4346815000171773, 0.4495001000468619, 0.467893399996683, 0.48279100004583597, 0.5012371999910101, 0.517889600014314, 0.5346877000411041, 0.5513336000149138, 0.5661311000003479, 0.5845317000057548, 0.6012009000405669, 0.6178671999950893, 0.6345733000198379, 0.6512341999914497, 0.6678566000191495, 0.6847593000275083, 0.7013464000192471, 0.7179810000234284, 0.7346160000306554, 0.7513542000087909, 0.7679898000205867, 0.7847935000318103, 0.8015034000272863, 0.8161734000314027, 0.8346684999996796, 0.8512303000316024, 0.8679404000286013, 0.8846361000323668, 0.901304800005164, 0.9179240000084974, 0.9346184000023641, 0.9512721000355668, 0.9679696999955922, 0.9846314000315033, 1.0012989999959245, 1.0179551999899559, 1.0346277999924496, 1.051312300027348, 1.0679842000245117, 1.0846904999925755, 1.1014400999993086, 1.116191900044214, 1.132854400028009, 1.1498698000214063, 1.1665482000098564, 1.1832172000431456, 1.1998211000463925, 1.216565200011246, 1.2332119999919087, 1.2498950000153854, 1.2668268000124954, 1.2832129000453278, 1.2998949000029825, 1.3166290000081062, 1.3331944000092335, 1.3498416999937035, 1.3666044000419788, 1.386272200034, 1.3998809999902733, 1.4165672000381164, 1.4332093000411987, 1.4498762000002898, 1.4665222000330687, 1.483217200031504, 1.4995096999919042, 1.5179276000126265, 1.53462990000844, 1.5513072999892756, 1.567959600011818, 1.5846425000345334, 1.601278199988883, 1.6179472000221722, 1.6346789000090212, 1.6513131000101566, 1.6679437000420876, 1.684542800008785, 1.7013488000375219, 1.718033600016497, 1.7346687000244856, 1.7513827999937348, 1.7679955000057817, 1.7846981000038795, 1.8013836999889463, 1.8181809000088833, 1.834718000027351, 1.8513345000101253, 1.8679196000448428, 1.8846415000152774, 1.9012826000107452, 1.9179544000071473, 1.9345680000260472, 1.9494940000004135, 1.9680012000026181, 1.9828475000103936, 1.9998089000000618, 2.0164796000462957, 2.0331439000437967, 2.04982509999536, 2.0665350999915972, 2.0831615999923088, 2.0998096000403166, 2.1165206000441685, 2.1331414000014775, 2.1497793000307865, 2.166522400046233, 2.1831384000252, 2.199813599989284, 2.216510099999141, 2.2331552000250667, 2.2497933999984525, 2.2664835000177845, 2.283178700017743, 2.2998061000253074, 2.3164722000365146, 2.333150200021919, 2.349854900036007, 2.366529899998568, 2.383141500002239, 2.3997967000468634, 2.4164694999926724, 2.433199600025546, 2.449811300029978, 2.466472400003113, 2.4831336000352167, 2.501398499996867, 2.5178617000347003, 2.5327016999945045, 2.5513203000300564, 2.5679932000348344, 2.5846909999963827, 2.6013445000280626, 2.617966099991463, 2.6346844999934547, 2.651335000002291, 2.6680052000447176, 2.6846942999982275, 2.701361800020095, 2.718035400030203, 2.734686900046654, 2.7513431000406854, 2.7679752000258304, 2.78478000004543, 2.7996407000464387, 2.8165294000064023, 2.833224300004076, 2.8498594000120647, 2.8665765000041574, 2.8832335000042804, 2.8998919000150636, 2.9165343000204302, 2.9332267999998294, 2.9498967000399716, 2.9665408000000753, 2.983233700040728, 2.9998832000419497, 3.016546200029552, 3.0332179000251926, 3.049808700045105, 3.067956899991259, 3.0846495000296272, 3.101261300034821, 3.1179051999934018, 3.134655300003942, 3.151376700028777, 3.1679813000373542, 3.1846536000375636, 3.201328700000886, 3.217972500016913, 3.234707800031174, 3.251440600026399, 3.2681086999946274, 3.2847781000309624, 3.299652000016067, 3.3162467000074685, 3.3330309000448324, 3.3497100000386126, 3.366370100004133, 3.383018299995456, 3.3996885000378825, 3.416344500030391, 3.4330318000284024, 3.4496873000171036, 3.4666694999905303, 3.483014199999161, 3.5014246000209823, 3.5181760000414215, 3.534557900042273, 3.551210900011938, 3.568021100014448, 3.5846643000259064, 3.6013414000044577, 3.617965700046625, 3.633252900035586, 3.649811100040097, 3.66795940004522, 3.6846595000242814, 3.701331200019922, 3.7180071999900974, 3.7346050000051036, 3.7513316000113264, 3.7679737000144087, 3.7846653000451624, 3.801318000012543, 3.8179844000260346, 3.8343977000331506, 3.8512784999911673, 3.868029100005515, 3.8846662000287324, 3.901323800033424, 3.9180118000367656, 3.934694900002796, 3.951409400033299, 3.968048300012015, 3.9847068000235595, 4.001400900015142, 4.018038600042928, 4.03464820003137, 4.051107800041791, 4.06801240000641, 4.082923100038897, 4.099830000021029, 4.116502600023523, 4.133106100023724, 4.149864900042303, 4.166520000027958, 4.183183400018606, 4.199811200029217, 4.216550500015728, 4.233103300037328, 4.249834100017324, 4.266499600023963, 4.283153900003526, 4.299823300039861, 4.316476100008003, 4.333240200008731, 4.349863400042523, 4.3665070999995805, 4.383175000024494, 4.399838400015142, 4.416497700032778, 4.433169700030703, 4.449839500011876, 4.466556800005492, 4.483154300018214, 4.502307799994014, 4.516223100014031, 4.532922400045209, 4.551524400012568, 4.56814420002047, 4.582861700037029, 4.599593200022355, 4.61641860002419, 4.633088500006124, 4.649705499992706, 4.667995700030588, 4.684677300043404]","[100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
